AirQualityIndex,Year,MonthNo,MonthName,Zone,Station,Value
aqi,2018,9,Sep,Santa Clara Valley,San Jose - Knox Ave.,60.0
aqi,2018,10,Oct,Santa Clara Valley,San Jose - Knox Ave.,67.0
aqi,2018,11,Nov,Santa Clara Valley,San Jose - Knox Ave.,194.0
aqi,2018,1,Jan,Santa Clara Valley,San Martin - Airport,0
aqi,2018,2,Feb,Santa Clara Valley,San Martin - Airport,0
aqi,2018,3,Mar,Santa Clara Valley,San Martin - Airport,0
aqi,2018,4,Apr,Santa Clara Valley,San Martin - Airport,0
aqi,2018,5,May,Santa Clara Valley,San Martin - Airport,0
aqi,2018,6,Jun,Santa Clara Valley,San Martin - Airport,0
aqi,2018,7,Jul,Santa Clara Valley,San Martin - Airport,0
aqi,2018,8,Aug,Santa Clara Valley,San Martin - Airport,0
aqi,2018,9,Sep,Santa Clara Valley,San Martin - Airport,0
aqi,2018,10,Oct,Santa Clara Valley,San Martin - Airport,0
aqi,2018,11,Nov,Santa Clara Valley,San Martin - Airport,0
aqi,2019,1,Jan,Northern Zone,Forest Knolls,0
aqi,2019,2,Feb,Northern Zone,Forest Knolls,0
aqi,2019,3,Mar,Northern Zone,Forest Knolls,0
aqi,2019,4,Apr,Northern Zone,Forest Knolls,0
aqi,2019,5,May,Northern Zone,Forest Knolls,0
aqi,2019,6,Jun,Northern Zone,Forest Knolls,0
aqi,2019,7,Jul,Northern Zone,Forest Knolls,0
aqi,2019,8,Aug,Northern Zone,Forest Knolls,0
aqi,2019,9,Sep,Northern Zone,Forest Knolls,0
aqi,2019,10,Oct,Northern Zone,Forest Knolls,0
aqi,2019,11,Nov,Northern Zone,Forest Knolls,0
aqi,2019,1,Jan,Northern Zone,Napa - Napa Valley College,71.0
aqi,2019,2,Feb,Northern Zone,Napa - Napa Valley College,27.0
aqi,2019,3,Mar,Northern Zone,Napa - Napa Valley College,38.0
aqi,2019,4,Apr,Northern Zone,Napa - Napa Valley College,54.0
aqi,2019,5,May,Northern Zone,Napa - Napa Valley College,51.0
aqi,2019,6,Jun,Northern Zone,Napa - Napa Valley College,55.0
aqi,2019,7,Jul,Northern Zone,Napa - Napa Valley College,52.0
aqi,2019,8,Aug,Northern Zone,Napa - Napa Valley College,53.0
aqi,2019,9,Sep,Northern Zone,Napa - Napa Valley College,32.0
aqi,2019,10,Oct,Northern Zone,Napa - Napa Valley College,64.0
aqi,2019,11,Nov,Northern Zone,Napa - Napa Valley College,33.0
aqi,2019,1,Jan,Northern Zone,Napa,0
aqi,2019,2,Feb,Northern Zone,Napa,0
aqi,2019,3,Mar,Northern Zone,Napa,0
aqi,2019,4,Apr,Northern Zone,Napa,0
aqi,2019,5,May,Northern Zone,Napa,0
aqi,2019,6,Jun,Northern Zone,Napa,0
aqi,2019,7,Jul,Northern Zone,Napa,0
aqi,2019,8,Aug,Northern Zone,Napa,0
aqi,2019,9,Sep,Northern Zone,Napa,0
aqi,2019,10,Oct,Northern Zone,Napa,0
aqi,2019,11,Nov,Northern Zone,Napa,0
aqi,2019,1,Jan,Northern Zone,San Rafael,67.0
aqi,2019,2,Feb,Northern Zone,San Rafael,32.0
aqi,2019,3,Mar,Northern Zone,San Rafael,35.0
aqi,2019,4,Apr,Northern Zone,San Rafael,56.0
aqi,2019,5,May,Northern Zone,San Rafael,49.0
aqi,2019,6,Jun,Northern Zone,San Rafael,55.0
aqi,2019,7,Jul,Northern Zone,San Rafael,45.0
aqi,2019,8,Aug,Northern Zone,San Rafael,50.0
aqi,2019,9,Sep,Northern Zone,San Rafael,40.0
aqi,2019,10,Oct,Northern Zone,San Rafael,64.0
aqi,2019,11,Nov,Northern Zone,San Rafael,41.0
aqi,2019,1,Jan,Northern Zone,Sebastopol,80.0
aqi,2019,2,Feb,Northern Zone,Sebastopol,35.0
aqi,2019,3,Mar,Northern Zone,Sebastopol,37.0
aqi,2019,4,Apr,Northern Zone,Sebastopol,55.0
aqi,2019,5,May,Northern Zone,Sebastopol,42.0
aqi,2019,6,Jun,Northern Zone,Sebastopol,46.0
aqi,2019,7,Jul,Northern Zone,Sebastopol,51.0
aqi,2019,8,Aug,Northern Zone,Sebastopol,52.0
aqi,2019,9,Sep,Northern Zone,Sebastopol,40.0
aqi,2019,10,Oct,Northern Zone,Sebastopol,84.0
aqi,2019,11,Nov,Northern Zone,Sebastopol,55.0
aqi,2019,1,Jan,Northern Zone,Vallejo,90.0
aqi,2019,2,Feb,Northern Zone,Vallejo,46.0
aqi,2019,3,Mar,Northern Zone,Vallejo,46.0
aqi,2019,4,Apr,Northern Zone,Vallejo,61.0
aqi,2019,5,May,Northern Zone,Vallejo,57.0
aqi,2019,6,Jun,Northern Zone,Vallejo,59.0
aqi,2019,7,Jul,Northern Zone,Vallejo,57.0
aqi,2019,8,Aug,Northern Zone,Vallejo,62.0
aqi,2019,9,Sep,Northern Zone,Vallejo,47.0
aqi,2019,10,Oct,Northern Zone,Vallejo,64.0
aqi,2019,11,Nov,Northern Zone,Vallejo,58.0
aqi,2019,1,Jan,Coast & Central Bay,Berkeley Aquatic Park,86.0
aqi,2019,2,Feb,Coast & Central Bay,Berkeley Aquatic Park,39.0
aqi,2019,3,Mar,Coast & Central Bay,Berkeley Aquatic Park,57.0
aqi,2019,4,Apr,Coast & Central Bay,Berkeley Aquatic Park,64.0
aqi,2019,5,May,Coast & Central Bay,Berkeley Aquatic Park,58.0
aqi,2019,6,Jun,Coast & Central Bay,Berkeley Aquatic Park,64.0
aqi,2019,7,Jul,Coast & Central Bay,Berkeley Aquatic Park,57.0
aqi,2019,8,Aug,Coast & Central Bay,Berkeley Aquatic Park,58.0
aqi,2019,9,Sep,Coast & Central Bay,Berkeley Aquatic Park,55.0
aqi,2019,10,Oct,Coast & Central Bay,Berkeley Aquatic Park,86.0
aqi,2019,11,Nov,Coast & Central Bay,Berkeley Aquatic Park,55.0
aqi,2019,1,Jan,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,2,Feb,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,3,Mar,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,4,Apr,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,5,May,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,6,Jun,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,7,Jul,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,8,Aug,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,9,Sep,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,10,Oct,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,11,Nov,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2019,1,Jan,Coast & Central Bay,Laney College,85.0
aqi,2019,2,Feb,Coast & Central Bay,Laney College,34.0
aqi,2019,3,Mar,Coast & Central Bay,Laney College,52.0
aqi,2019,4,Apr,Coast & Central Bay,Laney College,59.0
aqi,2019,5,May,Coast & Central Bay,Laney College,55.0
aqi,2019,6,Jun,Coast & Central Bay,Laney College,60.0
aqi,2019,7,Jul,Coast & Central Bay,Laney College,52.0
aqi,2019,8,Aug,Coast & Central Bay,Laney College,59.0
aqi,2019,9,Sep,Coast & Central Bay,Laney College,52.0
aqi,2019,10,Oct,Coast & Central Bay,Laney College,73.0
aqi,2019,11,Nov,Coast & Central Bay,Laney College,47.0
aqi,2019,1,Jan,Coast & Central Bay,Oakland East,77.0
aqi,2019,2,Feb,Coast & Central Bay,Oakland East,23.0
aqi,2019,3,Mar,Coast & Central Bay,Oakland East,48.0
aqi,2019,4,Apr,Coast & Central Bay,Oakland East,55.0
aqi,2019,5,May,Coast & Central Bay,Oakland East,48.0
aqi,2019,6,Jun,Coast & Central Bay,Oakland East,59.0
aqi,2019,7,Jul,Coast & Central Bay,Oakland East,66.0
aqi,2019,8,Aug,Coast & Central Bay,Oakland East,59.0
aqi,2019,9,Sep,Coast & Central Bay,Oakland East,43.0
aqi,2019,10,Oct,Coast & Central Bay,Oakland East,64.0
aqi,2019,11,Nov,Coast & Central Bay,Oakland East,41.0
aqi,2019,1,Jan,Coast & Central Bay,Oakland West,87.0
aqi,2019,2,Feb,Coast & Central Bay,Oakland West,41.0
aqi,2019,3,Mar,Coast & Central Bay,Oakland West,51.0
aqi,2019,4,Apr,Coast & Central Bay,Oakland West,62.0
aqi,2019,5,May,Coast & Central Bay,Oakland West,56.0
aqi,2019,6,Jun,Coast & Central Bay,Oakland West,65.0
aqi,2019,7,Jul,Coast & Central Bay,Oakland West,56.0
aqi,2019,8,Aug,Coast & Central Bay,Oakland West,66.0
aqi,2019,9,Sep,Coast & Central Bay,Oakland West,52.0
aqi,2019,10,Oct,Coast & Central Bay,Oakland West,65.0
aqi,2019,11,Nov,Coast & Central Bay,Oakland West,54.0
aqi,2019,1,Jan,Coast & Central Bay,Pt. Richmond,0
aqi,2019,2,Feb,Coast & Central Bay,Pt. Richmond,0
aqi,2019,3,Mar,Coast & Central Bay,Pt. Richmond,0
aqi,2019,4,Apr,Coast & Central Bay,Pt. Richmond,0
aqi,2019,5,May,Coast & Central Bay,Pt. Richmond,0
aqi,2019,6,Jun,Coast & Central Bay,Pt. Richmond,0
aqi,2019,7,Jul,Coast & Central Bay,Pt. Richmond,0
aqi,2019,8,Aug,Coast & Central Bay,Pt. Richmond,0
aqi,2019,9,Sep,Coast & Central Bay,Pt. Richmond,0
aqi,2019,10,Oct,Coast & Central Bay,Pt. Richmond,0
aqi,2019,11,Nov,Coast & Central Bay,Pt. Richmond,0
aqi,2019,1,Jan,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,2,Feb,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,3,Mar,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,4,Apr,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,5,May,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,6,Jun,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,7,Jul,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,8,Aug,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,9,Sep,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,10,Oct,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,11,Nov,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2019,1,Jan,Coast & Central Bay,Rodeo,0
aqi,2019,2,Feb,Coast & Central Bay,Rodeo,0
aqi,2019,3,Mar,Coast & Central Bay,Rodeo,0
aqi,2019,4,Apr,Coast & Central Bay,Rodeo,0
aqi,2019,5,May,Coast & Central Bay,Rodeo,0
aqi,2019,6,Jun,Coast & Central Bay,Rodeo,0
aqi,2019,7,Jul,Coast & Central Bay,Rodeo,0
aqi,2019,8,Aug,Coast & Central Bay,Rodeo,0
aqi,2019,9,Sep,Coast & Central Bay,Rodeo,0
aqi,2019,10,Oct,Coast & Central Bay,Rodeo,0
aqi,2019,11,Nov,Coast & Central Bay,Rodeo,0
aqi,2019,1,Jan,Coast & Central Bay,San Francisco - Arkansas St.,79.0
aqi,2019,2,Feb,Coast & Central Bay,San Francisco - Arkansas St.,29.0
aqi,2019,3,Mar,Coast & Central Bay,San Francisco - Arkansas St.,51.0
aqi,2019,4,Apr,Coast & Central Bay,San Francisco - Arkansas St.,63.0
aqi,2019,5,May,Coast & Central Bay,San Francisco - Arkansas St.,52.0
aqi,2019,6,Jun,Coast & Central Bay,San Francisco - Arkansas St.,61.0
aqi,2019,7,Jul,Coast & Central Bay,San Francisco - Arkansas St.,53.0
aqi,2019,8,Aug,Coast & Central Bay,San Francisco - Arkansas St.,59.0
aqi,2019,9,Sep,Coast & Central Bay,San Francisco - Arkansas St.,52.0
aqi,2019,10,Oct,Coast & Central Bay,San Francisco - Arkansas St.,65.0
aqi,2019,11,Nov,Coast & Central Bay,San Francisco - Arkansas St.,55.0
aqi,2019,1,Jan,Coast & Central Bay,San Pablo - Rumrill,81.0
aqi,2019,2,Feb,Coast & Central Bay,San Pablo - Rumrill,46.0
aqi,2019,3,Mar,Coast & Central Bay,San Pablo - Rumrill,43.0
aqi,2019,4,Apr,Coast & Central Bay,San Pablo - Rumrill,57.0
aqi,2019,5,May,Coast & Central Bay,San Pablo - Rumrill,53.0
aqi,2019,6,Jun,Coast & Central Bay,San Pablo - Rumrill,62.0
aqi,2019,7,Jul,Coast & Central Bay,San Pablo - Rumrill,54.0
aqi,2019,8,Aug,Coast & Central Bay,San Pablo - Rumrill,58.0
aqi,2019,9,Sep,Coast & Central Bay,San Pablo - Rumrill,45.0
aqi,2019,10,Oct,Coast & Central Bay,San Pablo - Rumrill,102.0
aqi,2019,11,Nov,Coast & Central Bay,San Pablo - Rumrill,40.0
aqi,2019,1,Jan,Eastern Zone,Bethel Island,0
aqi,2019,2,Feb,Eastern Zone,Bethel Island,0
aqi,2019,3,Mar,Eastern Zone,Bethel Island,0
aqi,2019,4,Apr,Eastern Zone,Bethel Island,0
aqi,2019,5,May,Eastern Zone,Bethel Island,0
aqi,2019,6,Jun,Eastern Zone,Bethel Island,0
aqi,2019,7,Jul,Eastern Zone,Bethel Island,0
aqi,2019,8,Aug,Eastern Zone,Bethel Island,0
aqi,2019,9,Sep,Eastern Zone,Bethel Island,0
aqi,2019,10,Oct,Eastern Zone,Bethel Island,0
aqi,2019,11,Nov,Eastern Zone,Bethel Island,0
aqi,2019,1,Jan,Eastern Zone,Concord,85.0
aqi,2019,2,Feb,Eastern Zone,Concord,43.0
aqi,2019,3,Mar,Eastern Zone,Concord,30.0
aqi,2019,4,Apr,Eastern Zone,Concord,56.0
aqi,2019,5,May,Eastern Zone,Concord,45.0
aqi,2019,6,Jun,Eastern Zone,Concord,55.0
aqi,2019,7,Jul,Eastern Zone,Concord,52.0
aqi,2019,8,Aug,Eastern Zone,Concord,52.0
aqi,2019,9,Sep,Eastern Zone,Concord,38.0
aqi,2019,10,Oct,Eastern Zone,Concord,91.0
aqi,2019,11,Nov,Eastern Zone,Concord,38.0
aqi,2019,1,Jan,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,2,Feb,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,3,Mar,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,4,Apr,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,5,May,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,6,Jun,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,7,Jul,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,8,Aug,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,9,Sep,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,10,Oct,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,11,Nov,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2019,1,Jan,Eastern Zone,Livermore - Rincon Ave.,86.0
aqi,2019,2,Feb,Eastern Zone,Livermore - Rincon Ave.,39.0
aqi,2019,3,Mar,Eastern Zone,Livermore - Rincon Ave.,43.0
aqi,2019,4,Apr,Eastern Zone,Livermore - Rincon Ave.,54.0
aqi,2019,5,May,Eastern Zone,Livermore - Rincon Ave.,46.0
aqi,2019,6,Jun,Eastern Zone,Livermore - Rincon Ave.,49.0
aqi,2019,7,Jul,Eastern Zone,Livermore - Rincon Ave.,57.0
aqi,2019,8,Aug,Eastern Zone,Livermore - Rincon Ave.,39.0
aqi,2019,9,Sep,Eastern Zone,Livermore - Rincon Ave.,39.0
aqi,2019,10,Oct,Eastern Zone,Livermore - Rincon Ave.,57.0
aqi,2019,11,Nov,Eastern Zone,Livermore - Rincon Ave.,54.0
aqi,2019,1,Jan,Eastern Zone,Martinez - Jones St.,0
aqi,2019,2,Feb,Eastern Zone,Martinez - Jones St.,0
aqi,2019,3,Mar,Eastern Zone,Martinez - Jones St.,0
aqi,2019,4,Apr,Eastern Zone,Martinez - Jones St.,0
aqi,2019,5,May,Eastern Zone,Martinez - Jones St.,0
aqi,2019,6,Jun,Eastern Zone,Martinez - Jones St.,0
aqi,2019,7,Jul,Eastern Zone,Martinez - Jones St.,0
aqi,2019,8,Aug,Eastern Zone,Martinez - Jones St.,0
aqi,2019,9,Sep,Eastern Zone,Martinez - Jones St.,0
aqi,2019,10,Oct,Eastern Zone,Martinez - Jones St.,0
aqi,2019,11,Nov,Eastern Zone,Martinez - Jones St.,0
aqi,2019,1,Jan,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,2,Feb,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,3,Mar,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,4,Apr,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,5,May,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,6,Jun,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,7,Jul,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,8,Aug,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,9,Sep,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,10,Oct,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,11,Nov,Eastern Zone,Pittsburg - Loveridge,0
aqi,2019,1,Jan,Eastern Zone,Pleasanton,0
aqi,2019,2,Feb,Eastern Zone,Pleasanton,0
aqi,2019,3,Mar,Eastern Zone,Pleasanton,0
aqi,2019,4,Apr,Eastern Zone,Pleasanton,0
aqi,2019,5,May,Eastern Zone,Pleasanton,0
aqi,2019,6,Jun,Eastern Zone,Pleasanton,0
aqi,2019,7,Jul,Eastern Zone,Pleasanton,0
aqi,2019,8,Aug,Eastern Zone,Pleasanton,0
aqi,2019,9,Sep,Eastern Zone,Pleasanton,0
aqi,2019,10,Oct,Eastern Zone,Pleasanton,0
aqi,2019,11,Nov,Eastern Zone,Pleasanton,0
aqi,2019,1,Jan,Eastern Zone,Pleasanton - Owens Ct.,87.0
aqi,2019,2,Feb,Eastern Zone,Pleasanton - Owens Ct.,38.0
aqi,2019,3,Mar,Eastern Zone,Pleasanton - Owens Ct.,43.0
aqi,2019,4,Apr,Eastern Zone,Pleasanton - Owens Ct.,31.0
aqi,2019,5,May,Eastern Zone,Pleasanton - Owens Ct.,42.0
aqi,2019,6,Jun,Eastern Zone,Pleasanton - Owens Ct.,50.0
aqi,2019,7,Jul,Eastern Zone,Pleasanton - Owens Ct.,49.0
aqi,2019,8,Aug,Eastern Zone,Pleasanton - Owens Ct.,48.0
aqi,2019,9,Sep,Eastern Zone,Pleasanton - Owens Ct.,36.0
aqi,2019,10,Oct,Eastern Zone,Pleasanton - Owens Ct.,57.0
aqi,2019,11,Nov,Eastern Zone,Pleasanton - Owens Ct.,42.0
aqi,2019,1,Jan,Eastern Zone,San Ramon,0
aqi,2019,2,Feb,Eastern Zone,San Ramon,0
aqi,2019,3,Mar,Eastern Zone,San Ramon,0
aqi,2019,4,Apr,Eastern Zone,San Ramon,0
aqi,2019,5,May,Eastern Zone,San Ramon,0
aqi,2019,6,Jun,Eastern Zone,San Ramon,0
aqi,2019,7,Jul,Eastern Zone,San Ramon,0
aqi,2019,8,Aug,Eastern Zone,San Ramon,0
aqi,2019,9,Sep,Eastern Zone,San Ramon,0
aqi,2019,10,Oct,Eastern Zone,San Ramon,0
aqi,2019,11,Nov,Eastern Zone,San Ramon,0
aqi,2019,1,Jan,South Central Bay,Hayward,0
aqi,2019,2,Feb,South Central Bay,Hayward,0
aqi,2019,3,Mar,South Central Bay,Hayward,0
aqi,2019,4,Apr,South Central Bay,Hayward,0
aqi,2019,5,May,South Central Bay,Hayward,0
aqi,2019,6,Jun,South Central Bay,Hayward,0
aqi,2019,7,Jul,South Central Bay,Hayward,0
aqi,2019,8,Aug,South Central Bay,Hayward,0
aqi,2019,9,Sep,South Central Bay,Hayward,0
aqi,2019,10,Oct,South Central Bay,Hayward,0
aqi,2019,11,Nov,South Central Bay,Hayward,0
aqi,2019,1,Jan,South Central Bay,Redwood City,65.0
aqi,2019,2,Feb,South Central Bay,Redwood City,35.0
aqi,2019,3,Mar,South Central Bay,Redwood City,45.0
aqi,2019,4,Apr,South Central Bay,Redwood City,57.0
aqi,2019,5,May,South Central Bay,Redwood City,43.0
aqi,2019,6,Jun,South Central Bay,Redwood City,54.0
aqi,2019,7,Jul,South Central Bay,Redwood City,52.0
aqi,2019,8,Aug,South Central Bay,Redwood City,55.0
aqi,2019,9,Sep,South Central Bay,Redwood City,44.0
aqi,2019,10,Oct,South Central Bay,Redwood City,68.0
aqi,2019,11,Nov,South Central Bay,Redwood City,39.0
aqi,2019,1,Jan,South Central Bay,Redwood City,0
aqi,2019,2,Feb,South Central Bay,Redwood City,0
aqi,2019,3,Mar,South Central Bay,Redwood City,0
aqi,2019,4,Apr,South Central Bay,Redwood City,0
aqi,2019,5,May,South Central Bay,Redwood City,0
aqi,2019,6,Jun,South Central Bay,Redwood City,0
aqi,2019,7,Jul,South Central Bay,Redwood City,0
aqi,2019,8,Aug,South Central Bay,Redwood City,0
aqi,2019,9,Sep,South Central Bay,Redwood City,0
aqi,2019,10,Oct,South Central Bay,Redwood City,0
aqi,2019,11,Nov,South Central Bay,Redwood City,0
aqi,2019,1,Jan,Santa Clara Valley,Gilroy,50.0
aqi,2019,2,Feb,Santa Clara Valley,Gilroy,31.0
aqi,2019,3,Mar,Santa Clara Valley,Gilroy,38.0
aqi,2019,4,Apr,Santa Clara Valley,Gilroy,50.0
aqi,2019,5,May,Santa Clara Valley,Gilroy,52.0
aqi,2019,6,Jun,Santa Clara Valley,Gilroy,54.0
aqi,2019,7,Jul,Santa Clara Valley,Gilroy,70.0
aqi,2019,8,Aug,Santa Clara Valley,Gilroy,42.0
aqi,2019,9,Sep,Santa Clara Valley,Gilroy,40.0
aqi,2019,10,Oct,Santa Clara Valley,Gilroy,55.0
aqi,2019,11,Nov,Santa Clara Valley,Gilroy,48.0
aqi,2019,1,Jan,Santa Clara Valley,Los Gatos,0
aqi,2019,2,Feb,Santa Clara Valley,Los Gatos,0
aqi,2019,3,Mar,Santa Clara Valley,Los Gatos,0
aqi,2019,4,Apr,Santa Clara Valley,Los Gatos,0
aqi,2019,5,May,Santa Clara Valley,Los Gatos,0
aqi,2019,6,Jun,Santa Clara Valley,Los Gatos,0
aqi,2019,7,Jul,Santa Clara Valley,Los Gatos,0
aqi,2019,8,Aug,Santa Clara Valley,Los Gatos,0
aqi,2019,9,Sep,Santa Clara Valley,Los Gatos,0
aqi,2019,10,Oct,Santa Clara Valley,Los Gatos,0
aqi,2019,11,Nov,Santa Clara Valley,Los Gatos,0
aqi,2019,1,Jan,Santa Clara Valley,San Jose - Jackson St.,68.0
aqi,2019,2,Feb,Santa Clara Valley,San Jose - Jackson St.,41.0
aqi,2019,3,Mar,Santa Clara Valley,San Jose - Jackson St.,56.0
aqi,2019,4,Apr,Santa Clara Valley,San Jose - Jackson St.,61.0
aqi,2019,5,May,Santa Clara Valley,San Jose - Jackson St.,53.0
aqi,2019,6,Jun,Santa Clara Valley,San Jose - Jackson St.,64.0
aqi,2019,7,Jul,Santa Clara Valley,San Jose - Jackson St.,58.0
aqi,2019,8,Aug,Santa Clara Valley,San Jose - Jackson St.,57.0
aqi,2019,9,Sep,Santa Clara Valley,San Jose - Jackson St.,54.0
aqi,2019,10,Oct,Santa Clara Valley,San Jose - Jackson St.,61.0
aqi,2019,11,Nov,Santa Clara Valley,San Jose - Jackson St.,59.0
aqi,2019,1,Jan,Santa Clara Valley,San Jose - Knox Ave.,67.0
aqi,2019,2,Feb,Santa Clara Valley,San Jose - Knox Ave.,30.0
aqi,2019,3,Mar,Santa Clara Valley,San Jose - Knox Ave.,52.0
aqi,2019,4,Apr,Santa Clara Valley,San Jose - Knox Ave.,53.0
aqi,2019,5,May,Santa Clara Valley,San Jose - Knox Ave.,46.0
aqi,2019,6,Jun,Santa Clara Valley,San Jose - Knox Ave.,57.0
aqi,2019,7,Jul,Santa Clara Valley,San Jose - Knox Ave.,44.0
aqi,2019,8,Aug,Santa Clara Valley,San Jose - Knox Ave.,52.0
aqi,2019,9,Sep,Santa Clara Valley,San Jose - Knox Ave.,43.0
aqi,2019,10,Oct,Santa Clara Valley,San Jose - Knox Ave.,61.0
aqi,2019,11,Nov,Santa Clara Valley,San Jose - Knox Ave.,58.0
aqi,2019,1,Jan,Santa Clara Valley,San Martin - Airport,0
aqi,2019,2,Feb,Santa Clara Valley,San Martin - Airport,0
aqi,2019,3,Mar,Santa Clara Valley,San Martin - Airport,0
aqi,2019,4,Apr,Santa Clara Valley,San Martin - Airport,0
aqi,2019,5,May,Santa Clara Valley,San Martin - Airport,0
aqi,2019,6,Jun,Santa Clara Valley,San Martin - Airport,0
aqi,2019,7,Jul,Santa Clara Valley,San Martin - Airport,0
aqi,2019,8,Aug,Santa Clara Valley,San Martin - Airport,0
aqi,2019,9,Sep,Santa Clara Valley,San Martin - Airport,0
aqi,2019,10,Oct,Santa Clara Valley,San Martin - Airport,0
aqi,2019,11,Nov,Santa Clara Valley,San Martin - Airport,0
