YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure/Condition,Risk Adjuested Mortality Rate,# of Deaths,# of Cases,Hospital Ratings,LONGITUDE,LATITUDE
2012,Mendocino,Ukiah Valley Medical Center,106231396,Acute Stroke Ischemic,6.8,4,60,As Expected,-123.20363,39.1528
2012,Mendocino,Ukiah Valley Medical Center,106231396,Acute Stroke,12,4,61,As Expected,-123.20363,39.1528
2012,Mendocino,Ukiah Valley Medical Center,106231396,Carotid Endarterectomy,0,0,17,As Expected,-123.20363,39.1528
2012,Mendocino,Ukiah Valley Medical Center,106231396,Craniotomy,,,,As Expected,-123.20363,39.1528
2012,Merced,Memorial Hospital Los Banos,106240924,Pneumonia,3,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Pancreatic Other,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Pancreatic Cancer,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,PCI,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Pancreatic Resection,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Hip Fracture,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Heart Failure,0,0,13,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,GI Hemorrhage,35,1,4,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Espophageal Resection,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Craniotomy,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Carotid Endarterectomy,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Acute Stroke Subarachnoid,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Acute Stroke Ischemic,50,1,4,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Acute Stroke Hemorrhagic,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,Acute Stroke,86.1,1,4,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,AMI,,,,As Expected,-120.86147,37.06273
2012,Merced,Memorial Hospital Los Banos,106240924,AAA Repair,,,,As Expected,-120.86147,37.06273
2012,Merced,Mercy Medical Center – Merced,106240942,PCI,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Pancreatic Cancer,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Acute Stroke Ischemic,5,10,151,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Pneumonia,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Acute Stroke Subarachnoid,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Pancreatic Other,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Pancreatic Resection,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Hip Fracture,0,0,82,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Heart Failure,3.4,17,334,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,GI Hemorrhage,1.5,3,170,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Espophageal Resection,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Carotid Endarterectomy,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Craniotomy,,,,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Acute Stroke Hemorrhagic,37.2,7,16,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,Acute Stroke,11.1,18,168,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,AMI,8.4,11,61,As Expected,-120.4651815,37.3402309
2012,Merced,Mercy Medical Center – Merced,106240942,AAA Repair,,,,As Expected,-120.4651815,37.3402309
2012,Modoc,Modoc Medical Center,106250956,Pneumonia,0,0,14,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Pancreatic Other,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Heart Failure,34.4,2,10,Worse,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Craniotomy,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Carotid Endarterectomy,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Acute Stroke,0,0,5,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,AMI,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,AAA Repair,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Acute Stroke Subarachnoid,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Acute Stroke Ischemic,0,0,5,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Espophageal Resection,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,GI Hemorrhage,0,0,3,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Acute Stroke Hemorrhagic,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Hip Fracture,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Pancreatic Cancer,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,PCI,,,,As Expected,-120.54407,41.48001
2012,Modoc,Modoc Medical Center,106250956,Pancreatic Resection,,,,As Expected,-120.54407,41.48001
2012,Mono,Mammoth Hospital,106260011,Pancreatic Resection,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Pancreatic Other,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Pancreatic Cancer,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,PCI,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Pneumonia,0,0,7,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Hip Fracture,0,0,10,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Heart Failure,0,0,6,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,GI Hemorrhage,0,0,3,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Espophageal Resection,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Craniotomy,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Carotid Endarterectomy,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Acute Stroke Subarachnoid,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Acute Stroke Ischemic,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Acute Stroke Hemorrhagic,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,Acute Stroke,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,AMI,,,,As Expected,-118.96408,37.64524
2012,Mono,Mammoth Hospital,106260011,AAA Repair,,,,As Expected,-118.96408,37.64524
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Pneumonia,,,,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Pancreatic Other,0,0,4,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Pancreatic Cancer,0,0,4,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Pancreatic Resection,0,0,8,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,PCI,2.3,3,171,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Hip Fracture,1.2,1,125,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Heart Failure,4.4,9,244,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,GI Hemorrhage,1.5,3,190,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Espophageal Resection,,,,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Acute Stroke Subarachnoid,31.1,2,4,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Carotid Endarterectomy,0,0,30,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Acute Stroke Ischemic,7.8,11,174,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Acute Stroke Hemorrhagic,24.4,11,48,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Acute Stroke,11.9,24,226,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,AMI,3.8,4,152,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,AAA Repair,,,,As Expected,-121.92488,36.59827
2012,Monterey,Community Hospital Monterey Peninsula,106270744,Craniotomy,3.1,1,29,As Expected,-121.92488,36.59827
2012,Monterey,George L. Mee Memorial Hospital,106270777,Pancreatic Resection,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Pancreatic Cancer,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,PCI,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Pneumonia,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Hip Fracture,25.5,1,6,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Pancreatic Other,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Heart Failure,0,0,22,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,GI Hemorrhage,0,0,5,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Espophageal Resection,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Craniotomy,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Carotid Endarterectomy,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Acute Stroke Subarachnoid,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Acute Stroke Ischemic,32.9,1,5,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Acute Stroke Hemorrhagic,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,Acute Stroke,57.4,1,5,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,AMI,,,,As Expected,-121.1325,36.2071
2012,Monterey,George L. Mee Memorial Hospital,106270777,AAA Repair,,,,As Expected,-121.1325,36.2071
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Pancreatic Resection,0,0,5,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Pancreatic Other,,,,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Pancreatic Cancer,0,0,3,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Hip Fracture,1.9,2,74,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Heart Failure,2.9,8,290,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,GI Hemorrhage,0.8,2,220,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Espophageal Resection,,,,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Carotid Endarterectomy,0,0,31,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Acute Stroke Subarachnoid,15.4,1,3,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Acute Stroke Ischemic,2.8,4,179,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Acute Stroke Hemorrhagic,29.9,16,49,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Craniotomy,14,5,41,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Acute Stroke,9.5,21,231,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,AMI,5.6,14,228,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,AAA Repair,0,0,11,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,Pneumonia,5.4,1,,As Expected,-121.6481,36.66022
2012,Monterey,Salinas Valley Memorial Hospital,106270875,PCI,1.7,3,170,As Expected,-121.6481,36.66022
2012,Monterey,Natividad Medical Center,106274043,Pneumonia,6.7,5,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Pancreatic Other,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Pancreatic Cancer,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Pancreatic Resection,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,PCI,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Hip Fracture,0,0,11,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Heart Failure,0,0,100,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,GI Hemorrhage,2.7,1,73,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Espophageal Resection,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Carotid Endarterectomy,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Acute Stroke Subarachnoid,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Acute Stroke Ischemic,0,0,35,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Craniotomy,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Acute Stroke Hemorrhagic,,,,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,Acute Stroke,0,0,36,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,AMI,0,0,24,As Expected,-121.6297,36.69686
2012,Monterey,Natividad Medical Center,106274043,AAA Repair,,,,As Expected,-121.6297,36.69686
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Pneumonia,,,,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Pancreatic Other,,,,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Pancreatic Cancer,,,,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,PCI,3.8,5,102,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Pancreatic Resection,,,,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Hip Fracture,6.1,7,74,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Heart Failure,3.7,10,275,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,GI Hemorrhage,0,0,159,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Espophageal Resection,,,,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Craniotomy,13.6,1,20,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Acute Stroke Subarachnoid,,,,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Carotid Endarterectomy,0,0,20,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Acute Stroke Ischemic,7.6,8,89,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Acute Stroke Hemorrhagic,21.2,3,24,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,Acute Stroke,12.1,12,115,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,AMI,7.6,11,127,As Expected,-122.296,38.32363
2012,Napa,Queen of the Valley Hospital – Napa,106281047,AAA Repair,,,,As Expected,-122.296,38.32363
2012,Napa,Saint Helena Hospital,106281078,Pneumonia,4.6,5,79,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Pancreatic Resection,,,,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Pancreatic Cancer,,,,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Pancreatic Other,,,,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,PCI,2.7,5,280,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Hip Fracture,0,0,12,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Heart Failure,4.1,5,111,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,GI Hemorrhage,0,0,97,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Espophageal Resection,,,,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Craniotomy,,,,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Carotid Endarterectomy,0,0,51,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Acute Stroke Subarachnoid,,,,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Acute Stroke Ischemic,7.5,4,36,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Acute Stroke Hemorrhagic,,,,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,Acute Stroke,13.4,4,36,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,AMI,5.4,7,134,As Expected,-122.473003,38.53937349
2012,Napa,Saint Helena Hospital,106281078,AAA Repair,0,0,6,As Expected,-122.473003,38.53937349
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Pneumonia,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Pancreatic Other,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Pancreatic Cancer,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,PCI,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Pancreatic Resection,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Hip Fracture,0.9,1,106,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Heart Failure,4.4,6,131,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,GI Hemorrhage,5.5,6,126,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Espophageal Resection,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Craniotomy,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Carotid Endarterectomy,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Acute Stroke Subarachnoid,,,,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Acute Stroke Ischemic,6.4,7,90,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Acute Stroke Hemorrhagic,56.6,1,4,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,Acute Stroke,11.3,8,95,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,AMI,7.2,7,50,As Expected,-121.04748,39.22932
2012,Nevada,Sierra Nevada Memorial Hospital,106291023,AAA Repair,,,,As Expected,-121.04748,39.22932
2012,Nevada,Tahoe Forest Hospital,106291053,Pancreatic Other,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Pancreatic Cancer,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,GI Hemorrhage,0,0,13,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Espophageal Resection,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Craniotomy,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Carotid Endarterectomy,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Acute Stroke Subarachnoid,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Acute Stroke Ischemic,0,0,12,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Acute Stroke Hemorrhagic,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Acute Stroke,0,0,12,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,AMI,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,AAA Repair,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Hip Fracture,0,0,20,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Pancreatic Resection,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Pneumonia,12.5,3,4,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,PCI,,,,As Expected,-120.2014553,39.3245579
2012,Nevada,Tahoe Forest Hospital,106291053,Heart Failure,11.9,2,18,As Expected,-120.2014553,39.3245579
2012,Orange,Orange Coast Memorial Medical Center,106300225,Pneumonia,1.8,4,231,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Pancreatic Resection,3.8,1,19,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Pancreatic Other,7.6,1,9,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,PCI,2.1,2,115,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Hip Fracture,2.1,2,133,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Heart Failure,3.1,12,339,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Espophageal Resection,,,,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Craniotomy,0,0,62,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Carotid Endarterectomy,0,0,15,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Acute Stroke Ischemic,1.6,2,144,Better,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Acute Stroke Hemorrhagic,10.3,2,26,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Acute Stroke,3.3,4,173,Better,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,AMI,5.7,10,170,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,AAA Repair,0,0,4,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,GI Hemorrhage,2.3,4,217,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Pancreatic Cancer,0,0,10,As Expected,-117.95524,33.70162
2012,Orange,Orange Coast Memorial Medical Center,106300225,Acute Stroke Subarachnoid,0,0,3,As Expected,-117.95524,33.70162
2012,Orange,Anaheim General Hospital,106301097,Pneumonia,4,4,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Pancreatic Resection,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Pancreatic Other,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Pancreatic Cancer,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,PCI,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Hip Fracture,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Heart Failure,0,0,31,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,GI Hemorrhage,2.9,1,40,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Espophageal Resection,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Craniotomy,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Carotid Endarterectomy,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Acute Stroke Subarachnoid,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Acute Stroke Ischemic,0,0,8,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Acute Stroke Hemorrhagic,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,Acute Stroke,0,0,9,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,AMI,,,,As Expected,-118.00706,33.81716
2012,Orange,Anaheim General Hospital,106301097,AAA Repair,,,,As Expected,-118.00706,33.81716
2012,Orange,AHMC Anaheim Regional Medical Center,106301098,Pneumonia,,,,As Expected,-117.93248,33.84725
2012,Orange,AHMC Anaheim Regional Medical Center,106301098,Pancreatic Cancer,,,,As Expected,-117.93248,33.84725
2012,Orange,AHMC Anaheim Regional Medical Center,106301098,PCI,2.1,5,213,As Expected,-117.93248,33.84725
2012,Orange,AHMC Anaheim Regional Medical Center,106301098,Hip Fracture,0,0,109,As Expected,-117.93248,33.84725
2012,Orange,AHMC Anaheim Regional Medical Center,106301098,GI Hemorrhage,2.9,6,213,As Expected,-117.93248,33.84725
2012,Orange,AHMC Anaheim Regional Medical Center,106301098,Heart Failure,2.4,11,513,As Expected,-117.93248,33.84725
2012,Orange,AHMC Anaheim Regional Medical Center,106301098,Espophageal Resection,,,,As Expected,-117.93248,33.84725
